item_id,vendor_id,vendor_name,source,source_index,source_vendor_name,title,description,price_cents,category,tags,calories,protein,fat,carbs,ingest_ts,calories_imputed_model,calories_source,calories_confidence,model_pred_calories,model_calories_confidence
3264c85c-232,3264c85c,swad gomantak,partner_menus.json,232,Swad Gomantak,Chicken Oil Fry [8 Pieces],,300,,,214.7641847063396,,,,2025-12-16T13:42:42.743744,True,manual_review,1.0,211.83355057398387,0.7
3264c85c-233,3264c85c,swad gomantak,partner_menus.json,233,Swad Gomantak,Rice Bhakri,,49,,,208.6301268408624,,,,2025-12-16T13:42:42.743748,True,manual_review,1.0,208.7996003811909,0.7
3264c85c-234,3264c85c,swad gomantak,partner_menus.json,234,Swad Gomantak,Chapati,,29,,,291.0084834805142,,,,2025-12-16T13:42:42.743752,True,manual_review,1.0,288.5749821856849,0.7
3264c85c-235,3264c85c,swad gomantak,partner_menus.json,235,Swad Gomantak,Vada [2 Pieces],,70,,,236.8813954790629,,,,2025-12-16T13:42:42.743757,True,manual_review,1.0,235.8830507785235,0.7
ac4ec427-236,ac4ec427,shree krishna veg es,partner_menus.json,236,shree krishna veg menues,Kaju Paneer Masala,,360,,,208.59596809128143,,,,2025-12-16T13:42:42.743762,True,manual_review,1.0,208.36017729673551,0.7
ac4ec427-237,ac4ec427,shree krishna veg es,partner_menus.json,237,shree krishna veg menues,Paneer Tikka Masala,,360,,,199.45859524420644,,,,2025-12-16T13:42:42.743767,True,manual_review,1.0,199.76572128642482,0.7
ac4ec427-238,ac4ec427,shree krishna veg es,partner_menus.json,238,shree krishna veg menues,Palak Paneer,,330,,,233.9851659676474,,,,2025-12-16T13:42:42.743772,True,manual_review,1.0,237.52090707316788,0.7
ac4ec427-239,ac4ec427,shree krishna veg es,partner_menus.json,239,shree krishna veg menues,Paneer Tawa Masala..,,360,,,208.59596809128143,,,,2025-12-16T13:42:42.743776,True,manual_review,1.0,209.71289103931966,0.7
ac4ec427-240,ac4ec427,shree krishna veg es,partner_menus.json,240,shree krishna veg menues,Kofta Zaikedar,,360,,,188.69778242687508,,,,2025-12-16T13:42:42.743780,True,manual_review,1.0,191.25766415226943,0.7
ac4ec427-241,ac4ec427,shree krishna veg es,partner_menus.json,241,shree krishna veg menues,Nargis Kofta Curry.,,340,,,191.11333107459507,,,,2025-12-16T13:42:42.743785,True,manual_review,1.0,190.94128496351777,0.7
ac4ec427-242,ac4ec427,shree krishna veg es,partner_menus.json,242,shree krishna veg menues,Paneer Rajwadi,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743789,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-243,ac4ec427,shree krishna veg es,partner_menus.json,243,shree krishna veg menues,Paneer Lazeez.,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.743794,True,manual_review,1.0,217.63961883081902,0.7
ac4ec427-244,ac4ec427,shree krishna veg es,partner_menus.json,244,shree krishna veg menues,Maharaja Veg,,330,,,199.0912970828267,,,,2025-12-16T13:42:42.743798,True,manual_review,1.0,194.61641060513224,0.7
ac4ec427-245,ac4ec427,shree krishna veg es,partner_menus.json,245,shree krishna veg menues,Paneer Butter Masala..,,360,,,225.627139237863,,,,2025-12-16T13:42:42.743803,True,manual_review,1.0,223.64655065343095,0.7
ac4ec427-246,ac4ec427,shree krishna veg es,partner_menus.json,246,shree krishna veg menues,Paneer Bhurji,,360,,,223.10196694412377,,,,2025-12-16T13:42:42.743807,True,manual_review,1.0,223.90392069480322,0.7
ac4ec427-247,ac4ec427,shree krishna veg es,partner_menus.json,247,shree krishna veg menues,Subz Maratha,,360,,,188.69778242687508,,,,2025-12-16T13:42:42.743811,True,manual_review,1.0,188.83050490287096,0.7
ac4ec427-248,ac4ec427,shree krishna veg es,partner_menus.json,248,shree krishna veg menues,Paneer Amritsari,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743816,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-249,ac4ec427,shree krishna veg es,partner_menus.json,249,shree krishna veg menues,Subz Patiala,,360,,,188.69778242687508,,,,2025-12-16T13:42:42.743820,True,manual_review,1.0,188.8674448543594,0.7
ac4ec427-250,ac4ec427,shree krishna veg es,partner_menus.json,250,shree krishna veg menues,Krishna Special Veg Curry,,370,,,196.84569396000643,,,,2025-12-16T13:42:42.743825,True,manual_review,1.0,196.43237151564543,0.7
ac4ec427-251,ac4ec427,shree krishna veg es,partner_menus.json,251,shree krishna veg menues,Paneer Musallam,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.743829,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-252,ac4ec427,shree krishna veg es,partner_menus.json,252,shree krishna veg menues,Paneer Kolhapuri,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.743834,True,manual_review,1.0,217.9238508261822,0.7
ac4ec427-253,ac4ec427,shree krishna veg es,partner_menus.json,253,shree krishna veg menues,Paneer Golati,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743838,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-254,ac4ec427,shree krishna veg es,partner_menus.json,254,shree krishna veg menues,Paneer Chatpata..,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743842,True,manual_review,1.0,217.6764311574497,0.7
ac4ec427-255,ac4ec427,shree krishna veg es,partner_menus.json,255,shree krishna veg menues,Subz Bhuna,,350,,,188.69778242687508,,,,2025-12-16T13:42:42.743847,True,manual_review,1.0,188.8674448543594,0.7
ac4ec427-256,ac4ec427,shree krishna veg es,partner_menus.json,256,shree krishna veg menues,Subz Diwani Handi,,340,,,194.56416136607763,,,,2025-12-16T13:42:42.743851,True,manual_review,1.0,194.56189245205357,0.7
ac4ec427-257,ac4ec427,shree krishna veg es,partner_menus.json,257,shree krishna veg menues,Kaju Tawa Paneer,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743856,True,manual_review,1.0,217.1370053448574,0.7
ac4ec427-258,ac4ec427,shree krishna veg es,partner_menus.json,258,shree krishna veg menues,Mirch Paneer,,360,,,217.7053222501472,,,,2025-12-16T13:42:42.743860,True,manual_review,1.0,217.53563249494366,0.7
ac4ec427-259,ac4ec427,shree krishna veg es,partner_menus.json,259,shree krishna veg menues,Malai Kofta Curry,,340,,,191.11333107459507,,,,2025-12-16T13:42:42.743865,True,manual_review,1.0,190.96730313267597,0.7
ac4ec427-260,ac4ec427,shree krishna veg es,partner_menus.json,260,shree krishna veg menues,Chole Bhatura,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743869,True,manual_review,1.0,189.12457979372482,0.7
ac4ec427-261,ac4ec427,shree krishna veg es,partner_menus.json,261,shree krishna veg menues,Paneer Kofta,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.743875,True,manual_review,1.0,218.6706571927187,0.7
ac4ec427-262,ac4ec427,shree krishna veg es,partner_menus.json,262,shree krishna veg menues,Subz Jalfrezi,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743880,True,manual_review,1.0,188.8674448543594,0.7
ac4ec427-263,ac4ec427,shree krishna veg es,partner_menus.json,263,shree krishna veg menues,Subz Kolhapuri.,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743885,True,manual_review,1.0,189.2180500785959,0.7
ac4ec427-264,ac4ec427,shree krishna veg es,partner_menus.json,264,shree krishna veg menues,Methi Mutter Malai,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743890,True,manual_review,1.0,189.13145239747425,0.7
ac4ec427-265,ac4ec427,shree krishna veg es,partner_menus.json,265,shree krishna veg menues,Paneer Do Pyaza,,320,,,217.7053222501472,,,,2025-12-16T13:42:42.743895,True,manual_review,1.0,217.31965660143362,0.7
ac4ec427-266,ac4ec427,shree krishna veg es,partner_menus.json,266,shree krishna veg menues,Sam Savera,,340,,,188.69778242687508,,,,2025-12-16T13:42:42.743899,True,manual_review,1.0,188.96238014048672,0.7
ac4ec427-267,ac4ec427,shree krishna veg es,partner_menus.json,267,shree krishna veg menues,Subz Peshawari,,340,,,188.69778242687508,,,,2025-12-16T13:42:42.743904,True,manual_review,1.0,188.8674448543594,0.7
ac4ec427-268,ac4ec427,shree krishna veg es,partner_menus.json,268,shree krishna veg menues,Dum Alu Kashmiri,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743908,True,manual_review,1.0,189.001962181883,0.7
ac4ec427-269,ac4ec427,shree krishna veg es,partner_menus.json,269,shree krishna veg menues,Subz Chilly Milly,,320,,,189.43571200709312,,,,2025-12-16T13:42:42.743913,True,manual_review,1.0,191.21776064204562,0.7
ac4ec427-270,ac4ec427,shree krishna veg es,partner_menus.json,270,shree krishna veg menues,Mashroom Baby,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743917,True,manual_review,1.0,188.2670346235442,0.7
ac4ec427-271,ac4ec427,shree krishna veg es,partner_menus.json,271,shree krishna veg menues,Navaratna Kurma,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.743922,True,manual_review,1.0,188.96238014048672,0.7
ac4ec427-272,ac4ec427,shree krishna veg es,partner_menus.json,272,shree krishna veg menues,Mushroom Tawa Masala :,,300,,,181.1403033035112,,,,2025-12-16T13:42:42.743926,True,manual_review,1.0,183.82020314527907,0.7
ac4ec427-273,ac4ec427,shree krishna veg es,partner_menus.json,273,shree krishna veg menues,Corn Masala,,330,,,161.8425236690598,,,,2025-12-16T13:42:42.743931,True,manual_review,1.0,161.18901569371718,0.7
ac4ec427-274,ac4ec427,shree krishna veg es,partner_menus.json,274,shree krishna veg menues,Cheese Peas Curry,,320,,,191.11333107459507,,,,2025-12-16T13:42:42.743935,True,manual_review,1.0,190.60545541394328,0.7
ac4ec427-275,ac4ec427,shree krishna veg es,partner_menus.json,275,shree krishna veg menues,Mushroom Masala,,290,,,181.1403033035112,,,,2025-12-16T13:42:42.743940,True,manual_review,1.0,180.9777743131996,0.7
ac4ec427-276,ac4ec427,shree krishna veg es,partner_menus.json,276,shree krishna veg menues,Chana Masala,,280,,,181.1403033035112,,,,2025-12-16T13:42:42.743944,True,manual_review,1.0,180.54234649385654,0.7
ac4ec427-277,ac4ec427,shree krishna veg es,partner_menus.json,277,shree krishna veg menues,Plain Palak,,300,,,199.71412275785613,,,,2025-12-16T13:42:42.743948,True,manual_review,1.0,199.68977362834264,0.7
ac4ec427-278,ac4ec427,shree krishna veg es,partner_menus.json,278,shree krishna veg menues,Lasuni Methi,,300,,,188.69778242687508,,,,2025-12-16T13:42:42.743953,True,manual_review,1.0,188.86233868867808,0.7
ac4ec427-279,ac4ec427,shree krishna veg es,partner_menus.json,279,shree krishna veg menues,Green Peas Masala....,,280,,,181.1403033035112,,,,2025-12-16T13:42:42.743958,True,manual_review,1.0,181.4665248627389,0.7
ac4ec427-280,ac4ec427,shree krishna veg es,partner_menus.json,280,shree krishna veg menues,Alu Jeera,,270,,,188.69778242687508,,,,2025-12-16T13:42:42.743962,True,manual_review,1.0,188.84184194859236,0.7
ac4ec427-281,ac4ec427,shree krishna veg es,partner_menus.json,281,shree krishna veg menues,Alu Muttar,,260,,,188.69778242687508,,,,2025-12-16T13:42:42.743967,True,manual_review,1.0,188.86651210643876,0.7
ac4ec427-282,ac4ec427,shree krishna veg es,partner_menus.json,282,shree krishna veg menues,Alu Gobi,,260,,,188.69778242687508,,,,2025-12-16T13:42:42.743971,True,manual_review,1.0,188.86651210643876,0.7
ac4ec427-283,ac4ec427,shree krishna veg es,partner_menus.json,283,shree krishna veg menues,Alu Methi,,260,,,188.69778242687508,,,,2025-12-16T13:42:42.743976,True,manual_review,1.0,188.63303679843276,0.7
ac4ec427-284,ac4ec427,shree krishna veg es,partner_menus.json,284,shree krishna veg menues,Alu Palak,,260,,,199.71412275785613,,,,2025-12-16T13:42:42.743980,True,manual_review,1.0,199.65138739255298,0.7
ac4ec427-285,ac4ec427,shree krishna veg es,partner_menus.json,285,shree krishna veg menues,Hyderabadi Biryani,,330,,,186.36388550844148,,,,2025-12-16T13:42:42.743985,True,manual_review,1.0,186.73041948668404,0.7
ac4ec427-286,ac4ec427,shree krishna veg es,partner_menus.json,286,shree krishna veg menues,Veg Biryani,,330,,,196.44814196645152,,,,2025-12-16T13:42:42.743989,True,manual_review,1.0,195.15217838155235,0.7
ac4ec427-287,ac4ec427,shree krishna veg es,partner_menus.json,287,shree krishna veg menues,Dal Khichadi,,290,,,172.74079288325603,,,,2025-12-16T13:42:42.743998,True,manual_review,1.0,172.49905165012,0.7
ac4ec427-288,ac4ec427,shree krishna veg es,partner_menus.json,288,shree krishna veg menues,Palak Khichadi,,270,,,199.71412275785613,,,,2025-12-16T13:42:42.744006,True,manual_review,1.0,199.4751246792988,0.7
ac4ec427-289,ac4ec427,shree krishna veg es,partner_menus.json,289,shree krishna veg menues,Khichadi Kadhi,,310,,,188.69778242687508,,,,2025-12-16T13:42:42.744014,True,manual_review,1.0,191.248327033821,0.7
ac4ec427-290,ac4ec427,shree krishna veg es,partner_menus.json,290,shree krishna veg menues,Peas Pulao,,260,,,190.0019698106006,,,,2025-12-16T13:42:42.744023,True,manual_review,1.0,189.76681220884316,0.7
ac4ec427-291,ac4ec427,shree krishna veg es,partner_menus.json,291,shree krishna veg menues,Dum Biryani,,340,,,186.36388550844148,,,,2025-12-16T13:42:42.744031,True,manual_review,1.0,187.96740433399614,0.7
ac4ec427-292,ac4ec427,shree krishna veg es,partner_menus.json,292,shree krishna veg menues,Paneer Tikka Biryani.,,330,,,203.6810337909876,,,,2025-12-16T13:42:42.744039,True,manual_review,1.0,206.5136075569115,0.7
ac4ec427-293,ac4ec427,shree krishna veg es,partner_menus.json,293,shree krishna veg menues,Paneer Pulao,,315,,,216.4036885085557,,,,2025-12-16T13:42:42.744047,True,manual_review,1.0,217.76198696429788,0.7
ac4ec427-294,ac4ec427,shree krishna veg es,partner_menus.json,294,shree krishna veg menues,Kashmiri Pulao,,305,,,190.0019698106006,,,,2025-12-16T13:42:42.744055,True,manual_review,1.0,189.30588084692545,0.7
ac4ec427-295,ac4ec427,shree krishna veg es,partner_menus.json,295,shree krishna veg menues,Cheese Pulao.,,315,,,190.0019698106006,,,,2025-12-16T13:42:42.744063,True,manual_review,1.0,189.3444261260912,0.7
ac4ec427-296,ac4ec427,shree krishna veg es,partner_menus.json,296,shree krishna veg menues,Dahi Khichadi,,310,,,188.69778242687508,,,,2025-12-16T13:42:42.744071,True,manual_review,1.0,189.12437954962357,0.7
ac4ec427-297,ac4ec427,shree krishna veg es,partner_menus.json,297,shree krishna veg menues,Subz Pulao,,280,,,190.0019698106006,,,,2025-12-16T13:42:42.744079,True,manual_review,1.0,189.65220182365724,0.7
ac4ec427-298,ac4ec427,shree krishna veg es,partner_menus.json,298,shree krishna veg menues,Jeera Rice,,190,,,182.40524485465272,,,,2025-12-16T13:42:42.744088,True,manual_review,1.0,181.42104476819972,0.7
ac4ec427-299,ac4ec427,shree krishna veg es,partner_menus.json,299,shree krishna veg menues,Curd Rice,,240,,,182.40524485465272,,,,2025-12-16T13:42:42.744096,True,manual_review,1.0,182.26367537782988,0.7
ac4ec427-300,ac4ec427,shree krishna veg es,partner_menus.json,300,shree krishna veg menues,Steam Rice,,170,,,182.40524485465272,,,,2025-12-16T13:42:42.744105,True,manual_review,1.0,182.55358331850627,0.7
ac4ec427-301,ac4ec427,shree krishna veg es,partner_menus.json,301,shree krishna veg menues,Veg Item. Vegetable Manchurian,,310,,,199.0912970828267,,,,2025-12-16T13:42:42.744113,True,manual_review,1.0,198.6661866500715,0.7
ac4ec427-302,ac4ec427,shree krishna veg es,partner_menus.json,302,shree krishna veg menues,Chilli Paneer,,330,,,217.7053222501472,,,,2025-12-16T13:42:42.744121,True,manual_review,1.0,217.73600770796847,0.7
ac4ec427-303,ac4ec427,shree krishna veg es,partner_menus.json,303,shree krishna veg menues,Spring Rolls,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.744129,True,manual_review,1.0,188.96238014048672,0.7
ac4ec427-304,ac4ec427,shree krishna veg es,partner_menus.json,304,shree krishna veg menues,Paneer Satay,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.744140,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-305,ac4ec427,shree krishna veg es,partner_menus.json,305,shree krishna veg menues,Crispy Paneer.,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.744148,True,manual_review,1.0,218.10506511003123,0.7
ac4ec427-306,ac4ec427,shree krishna veg es,partner_menus.json,306,shree krishna veg menues,Kungpao Paneer,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.744157,True,manual_review,1.0,217.53563249494366,0.7
ac4ec427-307,ac4ec427,shree krishna veg es,partner_menus.json,307,shree krishna veg menues,Crispy Vegetables,,340,,,188.69778242687508,,,,2025-12-16T13:42:42.744165,True,manual_review,1.0,188.9901255640407,0.7
ac4ec427-308,ac4ec427,shree krishna veg es,partner_menus.json,308,shree krishna veg menues,Honey Corn Chilli Paneer.,,350,,,194.540866445342,,,,2025-12-16T13:42:42.744173,True,manual_review,1.0,194.96038336962167,0.7
ac4ec427-309,ac4ec427,shree krishna veg es,partner_menus.json,309,shree krishna veg menues,Shanghai Paneer.,,350,,,217.7053222501472,,,,2025-12-16T13:42:42.744181,True,manual_review,1.0,217.53563249494366,0.7
ac4ec427-310,ac4ec427,shree krishna veg es,partner_menus.json,310,shree krishna veg menues,Noodle Crispy Paneer,,330,,,217.7053222501472,,,,2025-12-16T13:42:42.744190,True,manual_review,1.0,216.90579716897872,0.7
ac4ec427-311,ac4ec427,shree krishna veg es,partner_menus.json,311,shree krishna veg menues,Vegetable Lollipop,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.744198,True,manual_review,1.0,188.94572621068514,0.7
ac4ec427-312,ac4ec427,shree krishna veg es,partner_menus.json,312,shree krishna veg menues,Shezwan Tikka Paneer.,,340,,,207.66293638986184,,,,2025-12-16T13:42:42.744207,True,manual_review,1.0,207.49756304008736,0.7
ac4ec427-313,ac4ec427,shree krishna veg es,partner_menus.json,313,shree krishna veg menues,Paneer Hot Pan,,340,,,217.7053222501472,,,,2025-12-16T13:42:42.744215,True,manual_review,1.0,214.61969497304423,0.7
ac4ec427-314,ac4ec427,shree krishna veg es,partner_menus.json,314,shree krishna veg menues,Black Pepper Paneer.,,330,,,217.7053222501472,,,,2025-12-16T13:42:42.744224,True,manual_review,1.0,217.11803326264123,0.7
ac4ec427-315,ac4ec427,shree krishna veg es,partner_menus.json,315,shree krishna veg menues,Baby Corn Golden Fried,,320,,,167.7604752453036,,,,2025-12-16T13:42:42.744232,True,manual_review,1.0,169.88025385371446,0.7
ac4ec427-316,ac4ec427,shree krishna veg es,partner_menus.json,316,shree krishna veg menues,Plain Pav Bhaji,,195,,,188.69778242687508,,,,2025-12-16T13:42:42.744240,True,manual_review,1.0,189.91430054558606,0.7
ac4ec427-317,ac4ec427,shree krishna veg es,partner_menus.json,317,shree krishna veg menues,Butter Pav,,70,,,197.31808783195584,,,,2025-12-16T13:42:42.744249,True,manual_review,1.0,196.92295885848213,0.7
ac4ec427-318,ac4ec427,shree krishna veg es,partner_menus.json,318,shree krishna veg menues,Tawa Pulav,,290,,,188.69778242687508,,,,2025-12-16T13:42:42.744257,True,manual_review,1.0,192.02074469445054,0.7
ac4ec427-319,ac4ec427,shree krishna veg es,partner_menus.json,319,shree krishna veg menues,Paneer Pav Bhaji,,215,,,217.7053222501472,,,,2025-12-16T13:42:42.744265,True,manual_review,1.0,217.114886141106,0.7
ac4ec427-320,ac4ec427,shree krishna veg es,partner_menus.json,320,shree krishna veg menues,Paneer Tawa Pulav,,320,,,217.7053222501472,,,,2025-12-16T13:42:42.744273,True,manual_review,1.0,216.85764374248214,0.7
ac4ec427-321,ac4ec427,shree krishna veg es,partner_menus.json,321,shree krishna veg menues,Jain Pav Bhaji,,230,,,188.69778242687508,,,,2025-12-16T13:42:42.744282,True,manual_review,1.0,189.19230457643278,0.7
ac4ec427-322,ac4ec427,shree krishna veg es,partner_menus.json,322,shree krishna veg menues,Cheese Tawa Pulav,,320,,,188.69778242687508,,,,2025-12-16T13:42:42.744290,True,manual_review,1.0,189.83402948813026,0.7
ac4ec427-323,ac4ec427,shree krishna veg es,partner_menus.json,323,shree krishna veg menues,Masala Pav,,170,,,181.1403033035112,,,,2025-12-16T13:42:42.744298,True,manual_review,1.0,181.28569253409296,0.7
ac4ec427-324,ac4ec427,shree krishna veg es,partner_menus.json,324,shree krishna veg menues,Cheese Pav Bhaji,,215,,,188.69778242687508,,,,2025-12-16T13:42:42.744306,True,manual_review,1.0,188.96402825599478,0.7
ac4ec427-325,ac4ec427,shree krishna veg es,partner_menus.json,325,shree krishna veg menues,Only Bhaji,,150,,,188.69778242687508,,,,2025-12-16T13:42:42.744317,True,manual_review,1.0,189.0725494139592,0.7
ac4ec427-326,ac4ec427,shree krishna veg es,partner_menus.json,326,shree krishna veg menues,Khada Pav Bhaji,,220,,,188.69778242687508,,,,2025-12-16T13:42:42.744325,True,manual_review,1.0,189.1389234579103,0.7
ac4ec427-327,ac4ec427,shree krishna veg es,partner_menus.json,327,shree krishna veg menues,Khada Bhaji,,180,,,188.69778242687508,,,,2025-12-16T13:42:42.744334,True,manual_review,1.0,190.12048110185592,0.7
ac4ec427-328,ac4ec427,shree krishna veg es,partner_menus.json,328,shree krishna veg menues,Jain Paneer Kofta,,370,,,217.7053222501472,,,,2025-12-16T13:42:42.744342,True,manual_review,1.0,216.73592783636695,0.7
ac4ec427-329,ac4ec427,shree krishna veg es,partner_menus.json,329,shree krishna veg menues,Jain Paneer Masala,,360,,,208.59596809128143,,,,2025-12-16T13:42:42.744350,True,manual_review,1.0,209.402276896186,0.7
ac4ec427-330,ac4ec427,shree krishna veg es,partner_menus.json,330,shree krishna veg menues,Jain Kaju Masala,,360,,,181.1403033035112,,,,2025-12-16T13:42:42.744358,True,manual_review,1.0,181.8792012118442,0.7
ac4ec427-331,ac4ec427,shree krishna veg es,partner_menus.json,331,shree krishna veg menues,Jain Kaju Curry,,360,,,191.11333107459507,,,,2025-12-16T13:42:42.744367,True,manual_review,1.0,190.43383380937232,0.7
ac4ec427-332,ac4ec427,shree krishna veg es,partner_menus.json,332,shree krishna veg menues,Jain Paneer Pulao,,330,,,216.4036885085557,,,,2025-12-16T13:42:42.744375,True,manual_review,1.0,215.68747120238058,0.7
ac4ec427-333,ac4ec427,shree krishna veg es,partner_menus.json,333,shree krishna veg menues,Jain Palak Paneer,,330,,,233.9851659676474,,,,2025-12-16T13:42:42.744383,True,manual_review,1.0,232.59862403366037,0.7
ac4ec427-334,ac4ec427,shree krishna veg es,partner_menus.json,334,shree krishna veg menues,Jain Green Peas Pulao,,280,,,190.0019698106006,,,,2025-12-16T13:42:42.744391,True,manual_review,1.0,190.3027345702921,0.7
ac4ec427-335,ac4ec427,shree krishna veg es,partner_menus.json,335,shree krishna veg menues,Jain Cheese Pulao,,330,,,190.0019698106006,,,,2025-12-16T13:42:42.744400,True,manual_review,1.0,190.24582246601244,0.7
ac4ec427-336,ac4ec427,shree krishna veg es,partner_menus.json,336,shree krishna veg menues,Jain Chana Masala,,290,,,181.1403033035112,,,,2025-12-16T13:42:42.744408,True,manual_review,1.0,181.89993523316826,0.7
ac4ec427-337,ac4ec427,shree krishna veg es,partner_menus.json,337,shree krishna veg menues,Jain Green Peas Masala,,300,,,181.1403033035112,,,,2025-12-16T13:42:42.744416,True,manual_review,1.0,183.0668241066651,0.7
ac4ec427-338,ac4ec427,shree krishna veg es,partner_menus.json,338,shree krishna veg menues,Jain Dal Fry,,280,,,172.74079288325603,,,,2025-12-16T13:42:42.744424,True,manual_review,1.0,173.41368829241026,0.7
ac4ec427-339,ac4ec427,shree krishna veg es,partner_menus.json,339,shree krishna veg menues,Naan Butter,,85,,,197.31808783195584,,,,2025-12-16T13:42:42.744432,True,manual_review,1.0,197.24359283188508,0.7
ac4ec427-340,ac4ec427,shree krishna veg es,partner_menus.json,340,shree krishna veg menues,Roti Plain,,45,,,188.69778242687508,,,,2025-12-16T13:42:42.744441,True,manual_review,1.0,188.74864076577722,0.7
ac4ec427-341,ac4ec427,shree krishna veg es,partner_menus.json,341,shree krishna veg menues,Paneer Paratha,,160,,,217.7053222501472,,,,2025-12-16T13:42:42.744449,True,manual_review,1.0,217.97247854988774,0.7
ac4ec427-342,ac4ec427,shree krishna veg es,partner_menus.json,342,shree krishna veg menues,Cheese Paratha,,170,,,188.69778242687508,,,,2025-12-16T13:42:42.744457,True,manual_review,1.0,188.61442493290966,0.7
