item_id,vendor_id,vendor_name,source,source_index,source_vendor_name,title,description,price_cents,category,tags,calories,protein,fat,carbs,ingest_ts,calories_imputed_model,calories_source,calories_confidence,model_pred_calories,model_calories_confidence
ac4ec427-343,ac4ec427,shree krishna veg es,partner_menus.json,343,shree krishna veg menues,Roti Butter,,60,,,197.31808783195584,,,,2025-12-16T13:42:42.744466,True,manual_review,1.0,197.16272670185572,0.7
ac4ec427-344,ac4ec427,shree krishna veg es,partner_menus.json,344,shree krishna veg menues,Methi Roti,,95,,,188.69778242687508,,,,2025-12-16T13:42:42.744476,True,manual_review,1.0,188.72861594012053,0.7
ac4ec427-345,ac4ec427,shree krishna veg es,partner_menus.json,345,shree krishna veg menues,Alu Paratha,,140,,,188.69778242687508,,,,2025-12-16T13:42:42.744484,True,manual_review,1.0,188.68942733574292,0.7
ac4ec427-346,ac4ec427,shree krishna veg es,partner_menus.json,346,shree krishna veg menues,Methi Paratha,,140,,,188.69778242687508,,,,2025-12-16T13:42:42.744493,True,manual_review,1.0,188.7202542195136,0.7
ac4ec427-347,ac4ec427,shree krishna veg es,partner_menus.json,347,shree krishna veg menues,Garlic Naan,,105,,,188.69778242687508,,,,2025-12-16T13:42:42.744501,True,manual_review,1.0,188.34402619038136,0.7
ac4ec427-348,ac4ec427,shree krishna veg es,partner_menus.json,348,shree krishna veg menues,Cheese Naan,,120,,,188.69778242687508,,,,2025-12-16T13:42:42.744509,True,manual_review,1.0,188.95381735918147,0.7
ac4ec427-349,ac4ec427,shree krishna veg es,partner_menus.json,349,shree krishna veg menues,Stuffed Kulcha,,105,,,188.69778242687508,,,,2025-12-16T13:42:42.744517,True,manual_review,1.0,188.89630486686767,0.7
ac4ec427-350,ac4ec427,shree krishna veg es,partner_menus.json,350,shree krishna veg menues,Onion Kulcha,,95,,,188.69778242687508,,,,2025-12-16T13:42:42.744525,True,manual_review,1.0,188.89630486686767,0.7
ac4ec427-351,ac4ec427,shree krishna veg es,partner_menus.json,351,shree krishna veg menues,Cheese Butter,,130,,,197.31808783195584,,,,2025-12-16T13:42:42.744534,True,manual_review,1.0,195.7751706760605,0.7
ac4ec427-352,ac4ec427,shree krishna veg es,partner_menus.json,352,shree krishna veg menues,Bhatura,,110,,,188.69778242687508,,,,2025-12-16T13:42:42.744542,True,manual_review,1.0,188.3833819863928,0.7
ac4ec427-353,ac4ec427,shree krishna veg es,partner_menus.json,353,shree krishna veg menues,Kulcha Butter,,95,,,197.31808783195584,,,,2025-12-16T13:42:42.744551,True,manual_review,1.0,197.13190165000748,0.7
ac4ec427-354,ac4ec427,shree krishna veg es,partner_menus.json,354,shree krishna veg menues,Paratha Butter,,85,,,197.31808783195584,,,,2025-12-16T13:42:42.744559,True,manual_review,1.0,197.1754558068646,0.7
ac4ec427-355,ac4ec427,shree krishna veg es,partner_menus.json,355,shree krishna veg menues,Naan Plain,,70,,,188.69778242687508,,,,2025-12-16T13:42:42.744567,True,manual_review,1.0,188.84698956665153,0.7
ac4ec427-356,ac4ec427,shree krishna veg es,partner_menus.json,356,shree krishna veg menues,Pudina Roti,,95,,,188.69778242687508,,,,2025-12-16T13:42:42.744575,True,manual_review,1.0,190.09202471511702,0.7
ac4ec427-357,ac4ec427,shree krishna veg es,partner_menus.json,357,shree krishna veg menues,Missi Roti,,80,,,188.69778242687508,,,,2025-12-16T13:42:42.744583,True,manual_review,1.0,188.92981842260326,0.7
ac4ec427-358,ac4ec427,shree krishna veg es,partner_menus.json,358,shree krishna veg menues,Paratha Plain,,75,,,188.69778242687508,,,,2025-12-16T13:42:42.744592,True,manual_review,1.0,188.7380255973725,0.7
ac4ec427-359,ac4ec427,shree krishna veg es,partner_menus.json,359,shree krishna veg menues,Veg Item. Schezwan Noodles,,330,,,199.0912970828267,,,,2025-12-16T13:42:42.744600,True,manual_review,1.0,198.62283470713206,0.7
ac4ec427-360,ac4ec427,shree krishna veg es,partner_menus.json,360,shree krishna veg menues,Hakka Noodles,,290,,,188.69778242687508,,,,2025-12-16T13:42:42.744608,True,manual_review,1.0,188.91050771602312,0.7
ac4ec427-361,ac4ec427,shree krishna veg es,partner_menus.json,361,shree krishna veg menues,Veg Manchurian,,310,,,199.0912970828267,,,,2025-12-16T13:42:42.744616,True,manual_review,1.0,198.25702377635002,0.7
ac4ec427-362,ac4ec427,shree krishna veg es,partner_menus.json,362,shree krishna veg menues,Paneer Manchurian,,310,,,217.7053222501472,,,,2025-12-16T13:42:42.744625,True,manual_review,1.0,218.40574339769606,0.7
ac4ec427-363,ac4ec427,shree krishna veg es,partner_menus.json,363,shree krishna veg menues,Vegetable Chow Mein,,310,,,188.69778242687508,,,,2025-12-16T13:42:42.744634,True,manual_review,1.0,188.96034002695902,0.7
ac4ec427-364,ac4ec427,shree krishna veg es,partner_menus.json,364,shree krishna veg menues,American Chopsuey,,330,,,188.69778242687508,,,,2025-12-16T13:42:42.744642,True,manual_review,1.0,188.96238014048672,0.7
ac4ec427-365,ac4ec427,shree krishna veg es,partner_menus.json,365,shree krishna veg menues,Singapori Chilli Noodles,,310,,,188.69778242687508,,,,2025-12-16T13:42:42.744650,True,manual_review,1.0,189.19562177687166,0.7
ac4ec427-366,ac4ec427,shree krishna veg es,partner_menus.json,366,shree krishna veg menues,Mushroom Manchurian.,,310,,,188.69778242687508,,,,2025-12-16T13:42:42.744658,True,manual_review,1.0,191.5891615586062,0.7
ac4ec427-367,ac4ec427,shree krishna veg es,partner_menus.json,367,shree krishna veg menues,Veg Schezwan,,310,,,199.0912970828267,,,,2025-12-16T13:42:42.744667,True,manual_review,1.0,198.21432304213627,0.7
ac4ec427-368,ac4ec427,shree krishna veg es,partner_menus.json,368,shree krishna veg menues,Veg Hot Garlic Sauce,,310,,,199.0912970828267,,,,2025-12-16T13:42:42.744675,True,manual_review,1.0,198.3943204719482,0.7
ac4ec427-369,ac4ec427,shree krishna veg es,partner_menus.json,369,shree krishna veg menues,Paneer Schezwan,,310,,,217.7053222501472,,,,2025-12-16T13:42:42.744683,True,manual_review,1.0,218.27943694367303,0.7
ac4ec427-370,ac4ec427,shree krishna veg es,partner_menus.json,370,shree krishna veg menues,Cream Of Tomato Soup,,190,,,188.69778242687508,,,,2025-12-16T13:42:42.744692,True,manual_review,1.0,188.94610537548195,0.7
ac4ec427-371,ac4ec427,shree krishna veg es,partner_menus.json,371,shree krishna veg menues,Veg Item. Cream Of Brocolli,,205,,,199.0912970828267,,,,2025-12-16T13:42:42.744700,True,manual_review,1.0,197.32834207817135,0.7
ac4ec427-372,ac4ec427,shree krishna veg es,partner_menus.json,372,shree krishna veg menues,Manchow Soup.,,195,,,188.69778242687508,,,,2025-12-16T13:42:42.744708,True,manual_review,1.0,188.6554705063731,0.7
ac4ec427-373,ac4ec427,shree krishna veg es,partner_menus.json,373,shree krishna veg menues,Manchow Soup,,195,,,188.69778242687508,,,,2025-12-16T13:42:42.744716,True,manual_review,1.0,188.6554705063731,0.7
ac4ec427-374,ac4ec427,shree krishna veg es,partner_menus.json,374,shree krishna veg menues,Tomyum Soup,,215,,,188.69778242687508,,,,2025-12-16T13:42:42.744725,True,manual_review,1.0,188.67877259566583,0.7
ac4ec427-375,ac4ec427,shree krishna veg es,partner_menus.json,375,shree krishna veg menues,Wonton Noodle Soup,,210,,,188.69778242687508,,,,2025-12-16T13:42:42.744733,True,manual_review,1.0,191.9524025868279,0.7
ac4ec427-376,ac4ec427,shree krishna veg es,partner_menus.json,376,shree krishna veg menues,Sweet Corn Soup,,195,,,167.7604752453036,,,,2025-12-16T13:42:42.744742,True,manual_review,1.0,168.80870555585034,0.7
ac4ec427-377,ac4ec427,shree krishna veg es,partner_menus.json,377,shree krishna veg menues,Spinach Soup,,195,,,197.0051678636547,,,,2025-12-16T13:42:42.744751,True,manual_review,1.0,197.20796396269574,0.7
ac4ec427-378,ac4ec427,shree krishna veg es,partner_menus.json,378,shree krishna veg menues,Wonton Soup,,200,,,188.69778242687508,,,,2025-12-16T13:42:42.744759,True,manual_review,1.0,188.65095763725793,0.7
ac4ec427-379,ac4ec427,shree krishna veg es,partner_menus.json,379,shree krishna veg menues,Cream Of Mashroom Soup,,195,,,188.69778242687508,,,,2025-12-16T13:42:42.744767,True,manual_review,1.0,188.82248099999032,0.7
ac4ec427-380,ac4ec427,shree krishna veg es,partner_menus.json,380,shree krishna veg menues,Cream Of Veg Soup,,195,,,199.0912970828267,,,,2025-12-16T13:42:42.744775,True,manual_review,1.0,198.47402353750942,0.7
ac4ec427-381,ac4ec427,shree krishna veg es,partner_menus.json,381,shree krishna veg menues,Lemon Coriander Soup,,185,,,188.69778242687508,,,,2025-12-16T13:42:42.744783,True,manual_review,1.0,190.61228987792296,0.7
ac4ec427-382,ac4ec427,shree krishna veg es,partner_menus.json,382,shree krishna veg menues,Vegetable Clear Soup,,185,,,188.69778242687508,,,,2025-12-16T13:42:42.744792,True,manual_review,1.0,189.55643352041966,0.7
ac4ec427-383,ac4ec427,shree krishna veg es,partner_menus.json,383,shree krishna veg menues,Hot & Sour Soup,,185,,,188.69778242687508,,,,2025-12-16T13:42:42.744800,True,manual_review,1.0,189.01925393210252,0.7
ac4ec427-384,ac4ec427,shree krishna veg es,partner_menus.json,384,shree krishna veg menues,Multani Mushroom,,320,,,188.69778242687508,,,,2025-12-16T13:42:42.744810,True,manual_review,1.0,188.9758329620181,0.7
ac4ec427-385,ac4ec427,shree krishna veg es,partner_menus.json,385,shree krishna veg menues,Peri Peri Tikka Paneer,,310,,,242.3113252808064,,,,2025-12-16T13:42:42.744821,True,manual_review,1.0,242.16442510619106,0.7
ac4ec427-386,ac4ec427,shree krishna veg es,partner_menus.json,386,shree krishna veg menues,Reshmi Tikka,,310,,,180.4022024350751,,,,2025-12-16T13:42:42.744829,True,manual_review,1.0,183.56810145371446,0.7
ac4ec427-387,ac4ec427,shree krishna veg es,partner_menus.json,387,shree krishna veg menues,Paneer Angara........,,310,,,217.7053222501472,,,,2025-12-16T13:42:42.744838,True,manual_review,1.0,217.6998543943877,0.7
ac4ec427-388,ac4ec427,shree krishna veg es,partner_menus.json,388,shree krishna veg menues,Hara Bhara Kebab,,290,,,188.69778242687508,,,,2025-12-16T13:42:42.744846,True,manual_review,1.0,189.16868882160654,0.7
ac4ec427-389,ac4ec427,shree krishna veg es,partner_menus.json,389,shree krishna veg menues,"Paneer Akbari, Malai Kebab (Sweet)",,310,,,217.7053222501472,,,,2025-12-16T13:42:42.744857,True,manual_review,1.0,216.80251352054685,0.7
ac4ec427-390,ac4ec427,shree krishna veg es,partner_menus.json,390,shree krishna veg menues,Veg Seekh Kabab,,300,,,199.0912970828267,,,,2025-12-16T13:42:42.744865,True,manual_review,1.0,198.710530440927,0.7
ac4ec427-391,ac4ec427,shree krishna veg es,partner_menus.json,391,shree krishna veg menues,Baby Corn Tandoor,,300,,,167.7604752453036,,,,2025-12-16T13:42:42.744873,True,manual_review,1.0,168.2640749370667,0.7
ac4ec427-392,ac4ec427,shree krishna veg es,partner_menus.json,392,shree krishna veg menues,Gadbad,,295,,,188.69778242687508,,,,2025-12-16T13:42:42.744881,True,manual_review,1.0,188.7159131447382,0.7
ac4ec427-393,ac4ec427,shree krishna veg es,partner_menus.json,393,shree krishna veg menues,Dry Fruit Falooda,,260,,,167.7604752453036,,,,2025-12-16T13:42:42.744889,True,manual_review,1.0,169.07640143112073,0.7
ac4ec427-394,ac4ec427,shree krishna veg es,partner_menus.json,394,shree krishna veg menues,Sp. Falooda Kesar Kulfi,,260,,,188.69778242687508,,,,2025-12-16T13:42:42.744897,True,manual_review,1.0,188.88362621447678,0.7
ac4ec427-395,ac4ec427,shree krishna veg es,partner_menus.json,395,shree krishna veg menues,Special Fruit Salad,,210,,,158.29127170346692,,,,2025-12-16T13:42:42.744906,True,manual_review,1.0,161.2526493820385,0.7
ac4ec427-396,ac4ec427,shree krishna veg es,partner_menus.json,396,shree krishna veg menues,Fruit Plate With Cream,,270,,,167.7604752453036,,,,2025-12-16T13:42:42.744914,True,manual_review,1.0,169.38911668015209,0.7
ac4ec427-397,ac4ec427,shree krishna veg es,partner_menus.json,397,shree krishna veg menues,Special Fruit Salad With Icecream,,245,,,158.29127170346692,,,,2025-12-16T13:42:42.744922,True,manual_review,1.0,172.1898812456499,0.7
ac4ec427-398,ac4ec427,shree krishna veg es,partner_menus.json,398,shree krishna veg menues,Mango Mastani,,240,,,188.69778242687508,,,,2025-12-16T13:42:42.744930,True,manual_review,1.0,188.81115462738134,0.7
ac4ec427-399,ac4ec427,shree krishna veg es,partner_menus.json,399,shree krishna veg menues,Jelly With Ice Cream,,210,,,188.69778242687508,,,,2025-12-16T13:42:42.744938,True,manual_review,1.0,190.58838249924054,0.7
ac4ec427-400,ac4ec427,shree krishna veg es,partner_menus.json,400,shree krishna veg menues,Fruit Salad,,190,,,158.29127170346692,,,,2025-12-16T13:42:42.744947,True,manual_review,1.0,155.8882025142382,0.7
ac4ec427-401,ac4ec427,shree krishna veg es,partner_menus.json,401,shree krishna veg menues,Gulab Jamun (2 Pcs),,130,,,188.69778242687508,,,,2025-12-16T13:42:42.744956,True,manual_review,1.0,191.1842242094656,0.7
ac4ec427-402,ac4ec427,shree krishna veg es,partner_menus.json,402,shree krishna veg menues,Sizzling Brownie,,295,,,188.69778242687508,,,,2025-12-16T13:42:42.744964,True,manual_review,1.0,188.96238014048672,0.7
ac4ec427-403,ac4ec427,shree krishna veg es,partner_menus.json,403,shree krishna veg menues,Fruit Jelly,,190,,,167.7604752453036,,,,2025-12-16T13:42:42.744973,True,manual_review,1.0,168.44746636357218,0.7
ac4ec427-404,ac4ec427,shree krishna veg es,partner_menus.json,404,shree krishna veg menues,Banana Boat,,280,,,170.02089129614987,,,,2025-12-16T13:42:42.744981,True,manual_review,1.0,164.1533477070211,0.7
ac4ec427-405,ac4ec427,shree krishna veg es,partner_menus.json,405,shree krishna veg menues,Spl. Mastani (Mango),,310,,,188.69778242687508,,,,2025-12-16T13:42:42.744989,True,manual_review,1.0,188.56233151178506,0.7
ac4ec427-406,ac4ec427,shree krishna veg es,partner_menus.json,406,shree krishna veg menues,Spl. Mastani (Strawberry).,,310,,,178.65926406475674,,,,2025-12-16T13:42:42.744997,True,manual_review,1.0,179.70171774929514,0.7
ac4ec427-407,ac4ec427,shree krishna veg es,partner_menus.json,407,shree krishna veg menues,Schezwan Garlic Fried Rice,,390,,,182.40524485465272,,,,2025-12-16T13:42:42.745005,True,manual_review,1.0,182.62901222486204,0.7
ac4ec427-408,ac4ec427,shree krishna veg es,partner_menus.json,408,shree krishna veg menues,Triple Schezwan Rice...,,370,,,182.40524485465272,,,,2025-12-16T13:42:42.745013,True,manual_review,1.0,182.77817702435843,0.7
ac4ec427-409,ac4ec427,shree krishna veg es,partner_menus.json,409,shree krishna veg menues,Triple Manchurian Rice,,370,,,182.40524485465272,,,,2025-12-16T13:42:42.745022,True,manual_review,1.0,182.76923174956457,0.7
ac4ec427-410,ac4ec427,shree krishna veg es,partner_menus.json,410,shree krishna veg menues,Burnt Garlic Fried Rice.,,320,,,182.40524485465272,,,,2025-12-16T13:42:42.745030,True,manual_review,1.0,183.12205986097342,0.7
ac4ec427-411,ac4ec427,shree krishna veg es,partner_menus.json,411,shree krishna veg menues,Singapore Fried Rice...,,310,,,182.40524485465272,,,,2025-12-16T13:42:42.745038,True,manual_review,1.0,182.7818178397247,0.7
ac4ec427-412,ac4ec427,shree krishna veg es,partner_menus.json,412,shree krishna veg menues,Dal Tadka,,250,,,176.2319212523665,,,,2025-12-16T13:42:42.745046,True,manual_review,1.0,167.13438566764893,0.7
ac4ec427-413,ac4ec427,shree krishna veg es,partner_menus.json,413,shree krishna veg menues,Dal Kolhapuri Tadka,,280,,,174.6910808060491,,,,2025-12-16T13:42:42.745054,True,manual_review,1.0,174.79187156090708,0.7
ac4ec427-414,ac4ec427,shree krishna veg es,partner_menus.json,414,shree krishna veg menues,Dal Makkhani,,280,,,172.74079288325603,,,,2025-12-16T13:42:42.745062,True,manual_review,1.0,172.77827340120376,0.7
ac4ec427-415,ac4ec427,shree krishna veg es,partner_menus.json,415,shree krishna veg menues,Dhabewali Dal,,290,,,172.74079288325603,,,,2025-12-16T13:42:42.745070,True,manual_review,1.0,172.77827340120376,0.7
ac4ec427-416,ac4ec427,shree krishna veg es,partner_menus.json,416,shree krishna veg menues,Dal Palak,,260,,,184.1669834182779,,,,2025-12-16T13:42:42.745079,True,manual_review,1.0,183.40823213687594,0.7
ac4ec427-417,ac4ec427,shree krishna veg es,partner_menus.json,417,shree krishna veg menues,Dal Fry,,230,,,172.74079288325603,,,,2025-12-16T13:42:42.745087,True,manual_review,1.0,169.88716931927945,0.7
ac4ec427-418,ac4ec427,shree krishna veg es,partner_menus.json,418,shree krishna veg menues,Paneer Chilly Grilled S/W,,240,,,233.52088175011804,,,,2025-12-16T13:42:42.745095,True,manual_review,1.0,233.64297274226084,0.7
ac4ec427-419,ac4ec427,shree krishna veg es,partner_menus.json,419,shree krishna veg menues,Bombay Grill S/W,,200,,,188.69778242687508,,,,2025-12-16T13:42:42.745103,True,manual_review,1.0,188.97261728155738,0.7
ac4ec427-420,ac4ec427,shree krishna veg es,partner_menus.json,420,shree krishna veg menues,Veg Sandwich,,140,,,196.1209971134754,,,,2025-12-16T13:42:42.745111,True,manual_review,1.0,197.00145506001624,0.7
ac4ec427-421,ac4ec427,shree krishna veg es,partner_menus.json,421,shree krishna veg menues,Veg Grill S/W,,200,,,199.0912970828267,,,,2025-12-16T13:42:42.745119,True,manual_review,1.0,197.87093110029193,0.7
ac4ec427-422,ac4ec427,shree krishna veg es,partner_menus.json,422,shree krishna veg menues,Cheese Grill S/W,,180,,,188.69778242687508,,,,2025-12-16T13:42:42.745128,True,manual_review,1.0,188.69769778487793,0.7
ac4ec427-423,ac4ec427,shree krishna veg es,partner_menus.json,423,shree krishna veg menues,Tomato Omelette Toast S/W,,180,,,177.8189192854113,,,,2025-12-16T13:42:42.745136,True,manual_review,1.0,178.21249452725874,0.7
ac4ec427-424,ac4ec427,shree krishna veg es,partner_menus.json,424,shree krishna veg menues,Jam Toast,,115,,,188.69778242687508,,,,2025-12-16T13:42:42.745146,True,manual_review,1.0,190.02789162609926,0.7
ac4ec427-425,ac4ec427,shree krishna veg es,partner_menus.json,425,shree krishna veg menues,Toast Butter,,95,,,197.31808783195584,,,,2025-12-16T13:42:42.745154,True,manual_review,1.0,197.15180217647728,0.7
ac4ec427-426,ac4ec427,shree krishna veg es,partner_menus.json,426,shree krishna veg menues,Bread Butter,,85,,,197.31808783195584,,,,2025-12-16T13:42:42.745162,True,manual_review,1.0,196.98527353315114,0.7
ac4ec427-427,ac4ec427,shree krishna veg es,partner_menus.json,427,shree krishna veg menues,Jam Butter,,95,,,197.31808783195584,,,,2025-12-16T13:42:42.745170,True,manual_review,1.0,197.26850002609595,0.7
ac4ec427-428,ac4ec427,shree krishna veg es,partner_menus.json,428,shree krishna veg menues,Bread Slice 2 Pcs,,60,,,188.69778242687508,,,,2025-12-16T13:42:42.745179,True,manual_review,1.0,191.06058106490946,0.7
ac4ec427-429,ac4ec427,shree krishna veg es,partner_menus.json,429,shree krishna veg menues,Cheese Corn Grill S/W,,210,,,167.7604752453036,,,,2025-12-16T13:42:42.745187,True,manual_review,1.0,171.51699735698855,0.7
ac4ec427-430,ac4ec427,shree krishna veg es,partner_menus.json,430,shree krishna veg menues,Mashroom Corn Grill S/W,,220,,,167.7604752453036,,,,2025-12-16T13:42:42.745195,True,manual_review,1.0,169.09927299435225,0.7
ac4ec427-431,ac4ec427,shree krishna veg es,partner_menus.json,431,shree krishna veg menues,Veg Fingers,,220,,,199.0912970828267,,,,2025-12-16T13:42:42.745204,True,manual_review,1.0,197.89472849260824,0.7
ac4ec427-432,ac4ec427,shree krishna veg es,partner_menus.json,432,shree krishna veg menues,Masala Fries,,180,,,181.1403033035112,,,,2025-12-16T13:42:42.745214,True,manual_review,1.0,181.50187169200774,0.7
ac4ec427-433,ac4ec427,shree krishna veg es,partner_menus.json,433,shree krishna veg menues,Potato Cheese Pops,,220,,,188.69778242687508,,,,2025-12-16T13:42:42.745223,True,manual_review,1.0,189.23442470369457,0.7
ac4ec427-434,ac4ec427,shree krishna veg es,partner_menus.json,434,shree krishna veg menues,Cheese Garlic Bread,,215,,,188.69778242687508,,,,2025-12-16T13:42:42.745231,True,manual_review,1.0,188.18895349726,0.7
ac4ec427-435,ac4ec427,shree krishna veg es,partner_menus.json,435,shree krishna veg menues,Aloo Tikki,,220,,,188.69778242687508,,,,2025-12-16T13:42:42.745239,True,manual_review,1.0,188.96238014048672,0.7
ac4ec427-436,ac4ec427,shree krishna veg es,partner_menus.json,436,shree krishna veg menues,Plain Fries,,180,,,188.69778242687508,,,,2025-12-16T13:42:42.745247,True,manual_review,1.0,188.85637211156802,0.7
ac4ec427-437,ac4ec427,shree krishna veg es,partner_menus.json,437,shree krishna veg menues,Chocolate,,170,,,188.69778242687508,,,,2025-12-16T13:42:42.745256,True,manual_review,1.0,188.7159131447382,0.7
ac4ec427-438,ac4ec427,shree krishna veg es,partner_menus.json,438,shree krishna veg menues,Strawberry,,160,,,178.65926406475674,,,,2025-12-16T13:42:42.745264,True,manual_review,1.0,177.7808233879967,0.7
ac4ec427-439,ac4ec427,shree krishna veg es,partner_menus.json,439,shree krishna veg menues,Butterscotch,,160,,,188.69778242687508,,,,2025-12-16T13:42:42.745272,True,manual_review,1.0,188.7159131447382,0.7
ac4ec427-440,ac4ec427,shree krishna veg es,partner_menus.json,440,shree krishna veg menues,Vanilla,,160,,,188.69778242687508,,,,2025-12-16T13:42:42.745280,True,manual_review,1.0,188.86620823584258,0.7
ac4ec427-441,ac4ec427,shree krishna veg es,partner_menus.json,441,shree krishna veg menues,Matka Kulfi,,120,,,188.69778242687508,,,,2025-12-16T13:42:42.745288,True,manual_review,1.0,188.82140847652155,0.7
ac4ec427-442,ac4ec427,shree krishna veg es,partner_menus.json,442,shree krishna veg menues,Malai Kulfi,,110,,,188.69778242687508,,,,2025-12-16T13:42:42.745297,True,manual_review,1.0,189.83736659600055,0.7
ac4ec427-443,ac4ec427,shree krishna veg es,partner_menus.json,443,shree krishna veg menues,Cassatta,,110,,,188.69778242687508,,,,2025-12-16T13:42:42.745305,True,manual_review,1.0,188.7159131447382,0.7
ac4ec427-444,ac4ec427,shree krishna veg es,partner_menus.json,444,shree krishna veg menues,Stick Kulfi,,90,,,188.69778242687508,,,,2025-12-16T13:42:42.745313,True,manual_review,1.0,188.82140847652155,0.7
ac4ec427-445,ac4ec427,shree krishna veg es,partner_menus.json,445,shree krishna veg menues,Kesar Pista,,170,,,188.69778242687508,,,,2025-12-16T13:42:42.745321,True,manual_review,1.0,190.937434318021,0.7
ac4ec427-446,ac4ec427,shree krishna veg es,partner_menus.json,446,shree krishna veg menues,Pineapple Kaitha,,160,,,188.69778242687508,,,,2025-12-16T13:42:42.745329,True,manual_review,1.0,190.0993885915898,0.7
ac4ec427-447,ac4ec427,shree krishna veg es,partner_menus.json,447,shree krishna veg menues,Boondi Kaitha,,160,,,188.69778242687508,,,,2025-12-16T13:42:42.745337,True,manual_review,1.0,188.94343105068214,0.7
ac4ec427-448,ac4ec427,shree krishna veg es,partner_menus.json,448,shree krishna veg menues,Subz Raitha,,160,,,188.69778242687508,,,,2025-12-16T13:42:42.745345,True,manual_review,1.0,188.8674448543594,0.7
ac4ec427-449,ac4ec427,shree krishna veg es,partner_menus.json,449,shree krishna veg menues,Curd,,150,,,188.69778242687508,,,,2025-12-16T13:42:42.745354,True,manual_review,1.0,188.62260647332346,0.7
ac4ec427-450,ac4ec427,shree krishna veg es,partner_menus.json,450,shree krishna veg menues,Masala Papad,,75,,,181.1403033035112,,,,2025-12-16T13:42:42.745362,True,manual_review,1.0,180.6845643478195,0.7
ac4ec427-451,ac4ec427,shree krishna veg es,partner_menus.json,451,shree krishna veg menues,Cheese Masala Papad,,95,,,181.1403033035112,,,,2025-12-16T13:42:42.745370,True,manual_review,1.0,181.69547472845983,0.7
ac4ec427-452,ac4ec427,shree krishna veg es,partner_menus.json,452,shree krishna veg menues,Fry Papad.,,50,,,188.69778242687508,,,,2025-12-16T13:42:42.745380,True,manual_review,1.0,189.23597302958336,0.7
ac4ec427-453,ac4ec427,shree krishna veg es,partner_menus.json,453,shree krishna veg menues,Roasted Papad,,45,,,207.15934848547852,,,,2025-12-16T13:42:42.745389,True,manual_review,1.0,207.3832143951011,0.7
ac4ec427-454,ac4ec427,shree krishna veg es,partner_menus.json,454,shree krishna veg menues,Green Salad,,160,,,177.6162903955153,,,,2025-12-16T13:42:42.745397,True,manual_review,1.0,177.32072742739356,0.7
