Vendor,Item ID,Title,Calories (est),Calories (raw),Confidence,Source
swad gomantak,3264c85c-229,Mutton Soup,232,231.9229926582528,high,manual_review
swad gomantak,3264c85c-230,Mutton Clear Soup,232,231.9229926582528,high,manual_review
swad gomantak,3264c85c-231,Chicken Tawa Fry,199,199.4532884713104,high,manual_review
swad gomantak,3264c85c-232,Chicken Oil Fry [8 Pieces],215,214.7641847063396,high,manual_review
swad gomantak,3264c85c-233,Rice Bhakri,209,208.6301268408624,high,manual_review
swad gomantak,3264c85c-234,Chapati,291,291.0084834805142,high,manual_review
swad gomantak,3264c85c-235,Vada [2 Pieces],237,236.8813954790629,high,manual_review
shree krishna veg es,ac4ec427-236,Kaju Paneer Masala,209,208.59596809128143,high,manual_review
shree krishna veg es,ac4ec427-237,Paneer Tikka Masala,199,199.45859524420644,high,manual_review
shree krishna veg es,ac4ec427-238,Palak Paneer,234,233.9851659676474,high,manual_review
shree krishna veg es,ac4ec427-239,Paneer Tawa Masala..,209,208.59596809128143,high,manual_review
shree krishna veg es,ac4ec427-240,Kofta Zaikedar,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-241,Nargis Kofta Curry.,191,191.11333107459507,high,manual_review
shree krishna veg es,ac4ec427-242,Paneer Rajwadi,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-243,Paneer Lazeez.,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-244,Maharaja Veg,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-245,Paneer Butter Masala..,226,225.627139237863,high,manual_review
shree krishna veg es,ac4ec427-246,Paneer Bhurji,223,223.10196694412377,high,manual_review
shree krishna veg es,ac4ec427-247,Subz Maratha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-248,Paneer Amritsari,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-249,Subz Patiala,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-250,Krishna Special Veg Curry,197,196.84569396000643,high,manual_review
shree krishna veg es,ac4ec427-251,Paneer Musallam,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-252,Paneer Kolhapuri,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-253,Paneer Golati,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-254,Paneer Chatpata..,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-255,Subz Bhuna,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-256,Subz Diwani Handi,195,194.56416136607763,high,manual_review
shree krishna veg es,ac4ec427-257,Kaju Tawa Paneer,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-258,Mirch Paneer,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-259,Malai Kofta Curry,191,191.11333107459507,high,manual_review
shree krishna veg es,ac4ec427-260,Chole Bhatura,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-261,Paneer Kofta,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-262,Subz Jalfrezi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-263,Subz Kolhapuri.,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-264,Methi Mutter Malai,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-265,Paneer Do Pyaza,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-266,Sam Savera,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-267,Subz Peshawari,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-268,Dum Alu Kashmiri,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-269,Subz Chilly Milly,189,189.43571200709312,high,manual_review
shree krishna veg es,ac4ec427-270,Mashroom Baby,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-271,Navaratna Kurma,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-272,Mushroom Tawa Masala :,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-273,Corn Masala,162,161.8425236690598,high,manual_review
shree krishna veg es,ac4ec427-274,Cheese Peas Curry,191,191.11333107459507,high,manual_review
shree krishna veg es,ac4ec427-275,Mushroom Masala,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-276,Chana Masala,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-277,Plain Palak,200,199.71412275785613,high,manual_review
shree krishna veg es,ac4ec427-278,Lasuni Methi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-279,Green Peas Masala....,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-280,Alu Jeera,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-281,Alu Muttar,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-282,Alu Gobi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-283,Alu Methi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-284,Alu Palak,200,199.71412275785613,high,manual_review
shree krishna veg es,ac4ec427-285,Hyderabadi Biryani,186,186.36388550844148,high,manual_review
shree krishna veg es,ac4ec427-286,Veg Biryani,196,196.44814196645152,high,manual_review
shree krishna veg es,ac4ec427-287,Dal Khichadi,173,172.74079288325603,high,manual_review
shree krishna veg es,ac4ec427-288,Palak Khichadi,200,199.71412275785613,high,manual_review
shree krishna veg es,ac4ec427-289,Khichadi Kadhi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-290,Peas Pulao,190,190.0019698106006,high,manual_review
shree krishna veg es,ac4ec427-291,Dum Biryani,186,186.36388550844148,high,manual_review
shree krishna veg es,ac4ec427-292,Paneer Tikka Biryani.,204,203.6810337909876,high,manual_review
shree krishna veg es,ac4ec427-293,Paneer Pulao,216,216.4036885085557,high,manual_review
shree krishna veg es,ac4ec427-294,Kashmiri Pulao,190,190.0019698106006,high,manual_review
shree krishna veg es,ac4ec427-295,Cheese Pulao.,190,190.0019698106006,high,manual_review
shree krishna veg es,ac4ec427-296,Dahi Khichadi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-297,Subz Pulao,190,190.0019698106006,high,manual_review
shree krishna veg es,ac4ec427-298,Jeera Rice,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-299,Curd Rice,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-300,Steam Rice,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-301,Veg Item. Vegetable Manchurian,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-302,Chilli Paneer,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-303,Spring Rolls,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-304,Paneer Satay,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-305,Crispy Paneer.,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-306,Kungpao Paneer,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-307,Crispy Vegetables,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-308,Honey Corn Chilli Paneer.,195,194.540866445342,high,manual_review
shree krishna veg es,ac4ec427-309,Shanghai Paneer.,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-310,Noodle Crispy Paneer,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-311,Vegetable Lollipop,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-312,Shezwan Tikka Paneer.,208,207.66293638986184,high,manual_review
shree krishna veg es,ac4ec427-313,Paneer Hot Pan,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-314,Black Pepper Paneer.,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-315,Baby Corn Golden Fried,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-316,Plain Pav Bhaji,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-317,Butter Pav,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-318,Tawa Pulav,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-319,Paneer Pav Bhaji,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-320,Paneer Tawa Pulav,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-321,Jain Pav Bhaji,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-322,Cheese Tawa Pulav,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-323,Masala Pav,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-324,Cheese Pav Bhaji,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-325,Only Bhaji,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-326,Khada Pav Bhaji,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-327,Khada Bhaji,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-328,Jain Paneer Kofta,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-329,Jain Paneer Masala,209,208.59596809128143,high,manual_review
shree krishna veg es,ac4ec427-330,Jain Kaju Masala,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-331,Jain Kaju Curry,191,191.11333107459507,high,manual_review
shree krishna veg es,ac4ec427-332,Jain Paneer Pulao,216,216.4036885085557,high,manual_review
shree krishna veg es,ac4ec427-333,Jain Palak Paneer,234,233.9851659676474,high,manual_review
shree krishna veg es,ac4ec427-334,Jain Green Peas Pulao,190,190.0019698106006,high,manual_review
shree krishna veg es,ac4ec427-335,Jain Cheese Pulao,190,190.0019698106006,high,manual_review
shree krishna veg es,ac4ec427-336,Jain Chana Masala,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-337,Jain Green Peas Masala,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-338,Jain Dal Fry,173,172.74079288325603,high,manual_review
shree krishna veg es,ac4ec427-339,Naan Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-340,Roti Plain,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-341,Paneer Paratha,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-342,Cheese Paratha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-343,Roti Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-344,Methi Roti,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-345,Alu Paratha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-346,Methi Paratha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-347,Garlic Naan,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-348,Cheese Naan,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-349,Stuffed Kulcha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-350,Onion Kulcha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-351,Cheese Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-352,Bhatura,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-353,Kulcha Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-354,Paratha Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-355,Naan Plain,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-356,Pudina Roti,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-357,Missi Roti,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-358,Paratha Plain,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-359,Veg Item. Schezwan Noodles,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-360,Hakka Noodles,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-361,Veg Manchurian,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-362,Paneer Manchurian,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-363,Vegetable Chow Mein,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-364,American Chopsuey,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-365,Singapori Chilli Noodles,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-366,Mushroom Manchurian.,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-367,Veg Schezwan,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-368,Veg Hot Garlic Sauce,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-369,Paneer Schezwan,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-370,Cream Of Tomato Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-371,Veg Item. Cream Of Brocolli,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-372,Manchow Soup.,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-373,Manchow Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-374,Tomyum Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-375,Wonton Noodle Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-376,Sweet Corn Soup,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-377,Spinach Soup,197,197.0051678636547,high,manual_review
shree krishna veg es,ac4ec427-378,Wonton Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-379,Cream Of Mashroom Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-380,Cream Of Veg Soup,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-381,Lemon Coriander Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-382,Vegetable Clear Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-383,Hot & Sour Soup,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-384,Multani Mushroom,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-385,Peri Peri Tikka Paneer,242,242.3113252808064,high,manual_review
shree krishna veg es,ac4ec427-386,Reshmi Tikka,180,180.4022024350751,high,manual_review
shree krishna veg es,ac4ec427-387,Paneer Angara........,218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-388,Hara Bhara Kebab,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-389,"Paneer Akbari, Malai Kebab (Sweet)",218,217.7053222501472,high,manual_review
shree krishna veg es,ac4ec427-390,Veg Seekh Kabab,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-391,Baby Corn Tandoor,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-392,Gadbad,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-393,Dry Fruit Falooda,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-394,Sp. Falooda Kesar Kulfi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-395,Special Fruit Salad,158,158.29127170346692,high,manual_review
shree krishna veg es,ac4ec427-396,Fruit Plate With Cream,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-397,Special Fruit Salad With Icecream,158,158.29127170346692,high,manual_review
shree krishna veg es,ac4ec427-398,Mango Mastani,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-399,Jelly With Ice Cream,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-400,Fruit Salad,158,158.29127170346692,high,manual_review
shree krishna veg es,ac4ec427-401,Gulab Jamun (2 Pcs),189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-402,Sizzling Brownie,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-403,Fruit Jelly,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-404,Banana Boat,170,170.02089129614987,high,manual_review
shree krishna veg es,ac4ec427-405,Spl. Mastani (Mango),189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-406,Spl. Mastani (Strawberry).,179,178.65926406475674,high,manual_review
shree krishna veg es,ac4ec427-407,Schezwan Garlic Fried Rice,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-408,Triple Schezwan Rice...,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-409,Triple Manchurian Rice,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-410,Burnt Garlic Fried Rice.,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-411,Singapore Fried Rice...,182,182.40524485465272,high,manual_review
shree krishna veg es,ac4ec427-412,Dal Tadka,176,176.2319212523665,high,manual_review
shree krishna veg es,ac4ec427-413,Dal Kolhapuri Tadka,175,174.6910808060491,high,manual_review
shree krishna veg es,ac4ec427-414,Dal Makkhani,173,172.74079288325603,high,manual_review
shree krishna veg es,ac4ec427-415,Dhabewali Dal,173,172.74079288325603,high,manual_review
shree krishna veg es,ac4ec427-416,Dal Palak,184,184.1669834182779,high,manual_review
shree krishna veg es,ac4ec427-417,Dal Fry,173,172.74079288325603,high,manual_review
shree krishna veg es,ac4ec427-418,Paneer Chilly Grilled S/W,234,233.52088175011804,high,manual_review
shree krishna veg es,ac4ec427-419,Bombay Grill S/W,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-420,Veg Sandwich,196,196.1209971134754,high,manual_review
shree krishna veg es,ac4ec427-421,Veg Grill S/W,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-422,Cheese Grill S/W,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-423,Tomato Omelette Toast S/W,178,177.8189192854113,high,manual_review
shree krishna veg es,ac4ec427-424,Jam Toast,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-425,Toast Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-426,Bread Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-427,Jam Butter,197,197.31808783195584,high,manual_review
shree krishna veg es,ac4ec427-428,Bread Slice 2 Pcs,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-429,Cheese Corn Grill S/W,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-430,Mashroom Corn Grill S/W,168,167.7604752453036,high,manual_review
shree krishna veg es,ac4ec427-431,Veg Fingers,199,199.0912970828267,high,manual_review
shree krishna veg es,ac4ec427-432,Masala Fries,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-433,Potato Cheese Pops,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-434,Cheese Garlic Bread,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-435,Aloo Tikki,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-436,Plain Fries,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-437,Chocolate,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-438,Strawberry,179,178.65926406475674,high,manual_review
shree krishna veg es,ac4ec427-439,Butterscotch,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-440,Vanilla,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-441,Matka Kulfi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-442,Malai Kulfi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-443,Cassatta,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-444,Stick Kulfi,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-445,Kesar Pista,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-446,Pineapple Kaitha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-447,Boondi Kaitha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-448,Subz Raitha,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-449,Curd,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-450,Masala Papad,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-451,Cheese Masala Papad,181,181.1403033035112,high,manual_review
shree krishna veg es,ac4ec427-452,Fry Papad.,189,188.69778242687508,high,manual_review
shree krishna veg es,ac4ec427-453,Roasted Papad,207,207.15934848547852,high,manual_review
shree krishna veg es,ac4ec427-454,Green Salad,178,177.6162903955153,high,manual_review
